,Latitude,Longitude,School Name,School Address,School Rating
154,30.179149,-97.845897,Kocurek Elementary School,"9800 Curlew Drive, Austin, TX  78748",4
155,30.207539,-97.47977,Oak Meadows Elementary School,"5600 Decker Creek Cove, Manor, TX  78653",2
156,30.494378,-97.760304,Elsa England Elementary School,"8801 Pearson Ranch Road, Austin, TX  78717",10
157,30.233941,-97.891758,Mills Elementary School,"6201 Davis Lane, Austin, TX  78749",9
158,30.38282,-97.710188,Cook Elementary School,"1511 Cripple Creek Drive, Austin, TX  78758",5
159,30.177658,-97.809603,Casey Elementary School,"9400 Texas Oaks Drive, Austin, TX  78748",4
160,30.182888,-97.857569,Kocurek Elementary School,"9800 Curlew Drive, Austin, TX  78748",4
161,30.313604,-97.931221,Lakeway Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",9
162,30.440601,-97.706142,Wells Branch Elementary School,"14650 Merrilltown Drive, Austin, TX  78728",4
163,30.295452,-97.946057,Lakeway Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",9
164,30.416599,-97.734563,Davis Elementary School,"5214 Duval Road, Austin, TX  78727",6
165,30.514758,-97.88064,Patricia Knowles Elementary School,"2101 Cougar Country Drive, Cedar Park, TX  78613",5
166,30.231135,-97.783301,Joslin Elementary School,"4500 Manchaca Road, Austin, TX  78745",4
167,30.489016,-97.605895,Dearing Elementary School,"4301 Gattis School Rd, Pflugerville, TX 78660",5
168,30.222107,-97.787182,Joslin Elementary School,"4500 Manchaca Road, Austin, TX  78745",4
169,30.313644,-97.668377,Winn Elementary School,"3500 Susquehanna Lane, Austin, TX  78723",3
170,30.384114,-97.670574,Copperfield Elementary School,"12135 Thompkins Drive, Austin, TX  78753",6
171,30.309408,-97.514248,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4
172,30.160392,-97.854178,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9
173,30.155723,-97.871613,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9
174,30.26912,-97.690814,Ortega Elementary School,"1135 Garland Avenue, Austin, TX  78721",5
175,30.125975,-97.829378,Menchaca Elementary School,"12120 Manchaca Rd, Austin, TX 78748",5
176,30.165083,-97.494578,Bluebonnet Elementary School,"416 Farm to Market Road 1209, Bastrop, TX  78602",4
177,30.22743,-97.671227,Allison Elementary School,"515 Vargas Road, Austin, TX  78741",7
178,30.422856,-97.937729,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7
179,30.283358,-97.470402,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4
180,30.222471,-97.861467,Oak Hill Elementary School,"6101 Patton Ranch Road, Austin, TX  78735",6
181,29.994435,-97.817311,Susie Fuentes Elementary School,"901 Goforth Road, Kyle, TX  78640",4
182,30.167657,-97.841474,Kocurek Elementary School,"9800 Curlew Drive, Austin, TX  78748",4
183,30.463773,-97.582359,Murchison Elementary School,"2215 Kelly Lane, Pflugerville, TX  78660",8
