,Latitude,Longitude,School Name,School Address,School Rating
215,30.429386,-97.804268,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9
216,30.286889,-97.843281,Westlake Alternative School,,
217,30.417853,-97.792606,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8
218,30.243421,-97.875297,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9
219,30.146647,-97.667535,Del Valle Opportunity Center,(512) 386-3300,4
220,30.454699,-97.922903,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8
221,30.078327,-97.77888,Akins High School,"10701 South 1st Street, Austin, TX  78748",4
222,30.199933,-97.729427,Travis High School,"1211 East Oltorf Street, Austin, TX  78704",3
223,30.38169,-97.662935,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4
224,30.529953,-97.681726,Stony Point High School,"1801 Tiger Trail, Round Rock, TX  78664",6
225,30.336298,-97.551021,Manor Excel Academy,(512) 278-4851,3
226,30.315997,-97.699727,Reagan High School,"7104 Berkman Drive, Austin, TX  78752",3
227,30.304822,-97.505097,Manor Excel Academy,(512) 278-4851,3
228,30.311709,-97.832046,Westlake Alternative School,,
229,30.448738,-97.676687,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4
230,30.366365,-97.521337,Manor Excel Academy,(512) 278-4851,3
231,30.25722,-97.756856,Texas School For The Deaf,"1102 South Congress Avenue, Austin, TX  78704",1
232,30.474469,-97.829165,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8
233,30.328306,-97.684926,Reagan High School,"7104 Berkman Drive, Austin, TX  78752",3
234,30.474786,-97.90965,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8
235,30.343399,-97.86442,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8
236,30.309293,-97.899589,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8
237,30.346803,-97.894277,Lago Vista High School,"P O Box 4929, Austin, TX  78734",6
238,30.35388,-97.528091,Manor Excel Academy,(512) 278-4851,3
239,30.318796,-97.853707,Westlake Alternative School,,
240,30.273477,-97.71004,Alternative Learning Center,(512) 414-2554,5
241,30.472056,-97.68275,Success High School,(512) 428-7196,2
242,30.492799,-97.82986,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8
243,30.297695,-97.495478,Manor Excel Academy,(512) 278-4851,3
244,30.360035,-97.6397,Travis County Day School,(512) 414-1486,
245,30.393743,-97.777958,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8
246,30.520812,-97.704286,Round Rock High School,"201 Deep Wood Drive, Round Rock, TX  78681",8
247,30.364016,-97.643681,Travis County Day School,(512) 414-1486,
248,30.422564,-97.863584,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8
249,30.115649,-97.781173,Akins High School,"10701 South 1st Street, Austin, TX  78748",4
250,30.297286,-97.685849,Dell Children's Medical Center,,
251,30.466152,-97.640411,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6
252,30.195337,-97.883737,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9
253,30.51498,-97.748861,Vista Ridge High School,"200 South Vista Ridge Boulevard, Cedar Park, TX  78613",8
254,30.31423,-97.529339,Manor Excel Academy,(512) 278-4851,3
255,30.54497,-97.732757,Round Rock High School,"201 Deep Wood Drive, Round Rock, TX  78681",8
256,30.409607,-97.9794,Lago Vista High School,"P O Box 4929, Austin, TX  78734",6
257,30.420707,-97.719892,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7
258,30.197762,-97.80492,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4
259,30.316206,-97.741382,Texas School For The Blind,"1100 West 45th Street, Austin, TX  78756",1
260,30.219317,-97.790489,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4
261,30.186576,-97.934524,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9
262,30.20426,-97.850279,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9
263,30.503962,-97.600576,Cedar Ridge High School,"2801 Gattis School Road, Round Rock, TX  78664",6
264,30.524228,-97.869862,Leander High School,"3301 South Bagdad Road, Leander, TX  78641",7
265,30.168085,-97.850398,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9
266,30.304056,-97.850134,Westlake Alternative School,,
267,30.338646,-97.563903,Manor New Technology High School,"10323 U.S. 290, Manor, TX  78653",7
268,30.384483,-97.760671,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8
269,30.396925,-97.693398,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4
270,30.154465,-97.81498,Akins High School,"10701 South 1st Street, Austin, TX  78748",4
271,30.390705,-97.96185,Lago Vista High School,"P O Box 4929, Austin, TX  78734",6
272,30.342883,-97.766886,Rosedale,(512) 414-3617,5
273,30.278187,-97.870214,Westlake Alternative School,,
274,30.498372,-97.617463,Cedar Ridge High School,"2801 Gattis School Road, Round Rock, TX  78664",6
275,30.408376,-97.874996,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8
276,30.386937,-97.997187,Lago Vista High School,"P O Box 4929, Austin, TX  78734",6
277,30.295798,-97.629124,Travis County State Jail,www.wsdtx.org,
278,30.109286,-97.598215,Del Valle Opportunity Center,(512) 386-3300,4
279,30.235653,-97.579565,Del Valle High School,"5201 Ross Road, Travis County, TX  78617",3
280,30.130755,-97.624028,Del Valle Opportunity Center,(512) 386-3300,4
281,30.455719,-97.817312,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9
282,30.486146,-97.821381,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8
283,30.336233,-97.792906,Rosedale,(512) 414-3617,5
284,30.393644,-97.706042,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3
285,30.369525,-97.823525,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8
286,30.298574,-97.881845,Westlake Alternative School,,
287,30.511672,-97.8183,Vista Ridge High School,"200 South Vista Ridge Boulevard, Cedar Park, TX  78613",8
288,30.516065,-97.73783,Round Rock High School,"201 Deep Wood Drive, Round Rock, TX  78681",8
289,30.455163,-97.615052,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6
290,30.246756,-97.748742,Texas School For The Deaf,"1102 South Congress Avenue, Austin, TX  78704",1
291,30.083172,-97.830741,Alter Impact Center,www.hayscisd.net,
292,30.308206,-97.720375,Dell Children's Medical Center,,
293,30.172129,-97.846636,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9
294,30.517414,-97.809906,Vista Ridge High School,"200 South Vista Ridge Boulevard, Cedar Park, TX  78613",8
295,30.035846,-97.706319,Lehman High School,"1700 Lehman Road, Kyle, TX  78640",4
296,30.45432,-97.525915,Weiss High S,,
297,30.178329,-97.806101,Akins High School,"10701 South 1st Street, Austin, TX  78748",4
298,30.414228,-97.699407,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4
299,30.474886,-97.947766,Lago Vista High School,"P O Box 4929, Austin, TX  78734",6
300,30.284669,-97.817374,Westlake Alternative School,,
301,30.294638,-97.50775,Manor Excel Academy,(512) 278-4851,3
302,29.993041,-97.805147,Lehman High School,"1700 Lehman Road, Kyle, TX  78640",4
303,30.203115,-97.794072,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4
304,30.211439,-97.817815,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4
305,30.29774,-97.807484,Westlake Alternative School,,
306,30.396615,-97.971702,Lago Vista High School,"P O Box 4929, Austin, TX  78734",6
307,30.038903,-97.744753,Lehman High School,"1700 Lehman Road, Kyle, TX  78640",4
308,30.345746,-97.78401,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8
309,30.197706,-97.853346,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9
310,30.199311,-97.730908,Travis High School,"1211 East Oltorf Street, Austin, TX  78704",3
311,30.508291,-97.727533,Round Rock High School,"201 Deep Wood Drive, Round Rock, TX  78681",8
312,30.346133,-97.984252,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8
313,30.222882,-97.519452,Del Valle High School,"5201 Ross Road, Travis County, TX  78617",3
314,30.505467,-97.633224,Cedar Ridge High School,"2801 Gattis School Road, Round Rock, TX  78664",6
315,30.415855,-97.726654,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7
316,30.294284,-97.803117,Westlake Alternative School,,
317,30.211939,-97.849167,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9
318,30.307005,-97.641133,Lbj High School,"7309 Lazy Creek Drive, Austin, TX  78724",2
319,30.466364,-97.92609,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8
320,30.278752,-97.695216,Alternative Learning Center,(512) 414-2554,5
321,30.406022,-97.763392,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8
322,30.192829,-97.87811,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9
323,30.324822,-97.734562,Mccallum High School,"5600 Sunshine Drive, Austin, TX  78756",7
324,30.378092,-97.959195,Lago Vista High School,"P O Box 4929, Austin, TX  78734",6
325,30.042248,-97.700967,Lehman High School,"1700 Lehman Road, Kyle, TX  78640",4
326,30.179547,-97.800321,Akins High School,"10701 South 1st Street, Austin, TX  78748",4
327,30.430146,-97.797728,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9
328,30.456143,-97.853621,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8
329,30.06098,-97.672176,Del Valle Opportunity Center,(512) 386-3300,4
